team,conference,bart_rank,barthag
Bradley,MVC,156,.5387
Florida Gulf Coast,ASun,157,.5302
Illinois St.,MVC,158,.5296
Middle Tennessee,CUSA,159,.5264
Charlotte,Amer,160,.5242
DePaul,BE,161,.5200
Louisiana Monroe,SB,162,.5180
Austin Peay,ASun,163,.5133
High Point,BSth,164,.5111
Houston,B12,165,.5032
FIU,CUSA,166,.4979
Holy Cross,Pat,167,.4949
Southern Utah,WAC,168,.4947
Tulsa,Amer,169,.4940
Drexel,CAA,170,.4935
Dayton,A10,171,.4777
Maine,AE,172,.4767
UC Davis,BW,173,.4722
Utah Valley,WAC,174,.4721
Saint Mary's,WCC,175,.4646
George Washington,A10,176,.4644
Stetson,ASun,177,.4624
Bryant,AE,178,.4584
Kent St.,MAC,179,.4541
Bowling Green,MAC,180,.4494
Tulane,Amer,181,.4455
Northern Kentucky,Horz,182,.4379
South Alabama,SB,183,.4337
Howard,MEAC,184,.4336
Sam Houston St.,CUSA,185,.4318
Illinois Chicago,MVC,186,.4242
Stephen F. Austin,Slnd,187,.4162
Pacific,WCC,188,.4140
Morehead St.,OVC,189,.4127
Tarleton St.,WAC,190,.3892
Cal St. Fullerton,BW,191,.3884
UAB,Amer,192,.3847
St. Thomas,Sum,193,.3843
NJIT,AE,194,.3834
Washington St.,WCC,195,.3810
Air Force,MWC,196,.3793
Lehigh,Pat,197,.3790
SMU,ACC,198,.3767
Appalachian St.,SB,199,.3746
Robert Morris,Horz,200,.3737
UMBC,AE,201,.3733
Eastern Washington,BSky,202,.3730
Albany,AE,203,.3723
Southern Miss,SB,204,.3695
Sacramento St.,BSky,205,.3692
Lamar,Slnd,206,.3671
Drake,MVC,207,.3634
Boston College,ACC,208,.3614
Oral Roberts,Sum,209,.3588
Radford,BSth,210,.3480
SIU Edwardsville,OVC,211,.3454
Loyola Chicago,A10,212,.3427
St. Bonaventure,A10,213,.3383
Norfolk St.,MEAC,214,.3377
UT Rio Grande Valley,Slnd,215,.3371
Binghamton,AE,216,.3359
Chattanooga,SC,217,.3326
Elon,CAA,218,.3319
Jacksonville St.,CUSA,219,.3306
Eastern Michigan,MAC,220,.3298
Memphis,Amer,221,.3283
Monmouth,CAA,222,.3260
Southeast Missouri St.,OVC,223,.3219
UT Arlington,WAC,224,.3167
Campbell,CAA,225,.3150
Nevada,MWC,226,.3150
Wyoming,MWC,227,.3094
Saint Louis,A10,228,.3084
William & Mary,CAA,229,.3070
Northwestern St.,Slnd,230,.3036
UC Riverside,BW,231,.3030
Utah Tech,WAC,232,.2981
Alabama A&M,SWAC,233,.2975
Tennessee Tech,OVC,234,.2871
Wofford,SC,235,.2844
Duquesne,A10,236,.2839
North Alabama,ASun,237,.2833
Southern,SWAC,238,.2788
Merrimack,MAAC,239,.2746
West Georgia,ASun,240,.2725
Florida Atlantic,Amer,241,.2692
Little Rock,OVC,242,.2619
Towson,CAA,243,.2600
Weber St.,BSky,244,.2557
VCU,A10,245,.2521
Nicholls St.,Slnd,246,.2474
East Tennessee St.,SC,247,.2448
Pittsburgh,ACC,248,.2444
Georgia St.,SB,249,.2392
IU Indy,Horz,250,.2368
Delaware,CUSA,251,.2357
Oakland,Horz,252,.2344
San Diego,WCC,253,.2322
Maryland Eastern Shore,MEAC,254,.2290
Southern Illinois,MVC,255,.2286
Fordham,A10,256,.2280
Longwood,BSth,257,.2273
Northern Arizona,BSky,258,.2265
Stony Brook,CAA,259,.2248
Tennessee Martin,OVC,260,.2215
Kennesaw St.,CUSA,261,.2201
UMKC,Sum,262,.2060
Furman,SC,263,.2054
Lipscomb,ASun,264,.2053
Texas St.,SB,265,.2038
Montana,BSky,266,.2031
Western Michigan,MAC,267,.2015
Wichita St.,Amer,268,.2000
Yale,Ivy,269,.1938
Samford,SC,270,.1929
Evansville,MVC,271,.1850
UTEP,CUSA,272,.1815
Cal St. Northridge,BW,273,.1757
Mercer,SC,274,.1731
Denver,Sum,275,.1723
North Florida,ASun,276,.1692
LIU,NEC,277,.1690
Cornell,Ivy,278,.1661
Incarnate Word,Slnd,279,.1647
Wright St.,Horz,280,.1586
Iona,MAAC,281,.1575
North Carolina A&T,CAA,282,.1545
Utah St.,MWC,283,.1501
UNC Greensboro,SC,284,.1489
Indiana St.,MVC,285,.1485
Western Kentucky,CUSA,286,.1440
Hofstra,CAA,287,.1388
Akron,MAC,288,.1340
Loyola MD,Pat,289,.1312
Manhattan,MAAC,290,.1301
Lafayette,Pat,291,.1289
East Texas A&M,Slnd,292,.1257
Coppin St.,MEAC,293,.1254
Siena,MAAC,294,.1247
Northern Illinois,MAC,295,.1242
Boston University,Pat,296,.1179
Cal St. Bakersfield,BW,297,.1160
Sacred Heart,MAAC,298,.1108
Mount St. Mary's,MAAC,299,.1092
New Hampshire,AE,300,.1088
New Mexico St.,CUSA,301,.1070
Northeastern,CAA,302,.1006
Milwaukee,Horz,303,.0971
Portland St.,BSky,304,.0965
Winthrop,BSth,305,.0943
Detroit Mercy,Horz,306,.0924
Bucknell,Pat,307,.0920
Grambling St.,SWAC,308,.0903
Marist,MAAC,309,.0890
Eastern Illinois,OVC,310,.0863
San Jose St.,MWC,311,.0840
Tennessee St.,OVC,312,.0833
Houston Christian,Slnd,313,.0768
Louisiana,SB,314,.0757
Buffalo,MAC,315,.0757
North Dakota,Sum,316,.0748
Dartmouth,Ivy,317,.0741
Long Beach St.,BW,318,.0714
Mercyhurst,NEC,319,.0707
Queens,ASun,320,.0704
Alabama St.,SWAC,321,.0692
Seattle,WCC,322,.0691
Cal Poly,BW,323,.0681
Alcorn St.,SWAC,324,.0676
American,Pat,325,.0596
UNC Asheville,BSth,326,.0586
Colgate,Pat,327,.0583
North Carolina Central,MEAC,328,.0545
UNC Wilmington,CAA,329,.0543
Hampton,CAA,330,.0525
Southeastern Louisiana,Slnd,331,.0517
Gardner Webb,BSth,332,.0490
Wagner,NEC,333,.0488
Stonehill,NEC,334,.0471
Nebraska Omaha,Sum,335,.0463
Rider,MAAC,336,.0462
Jackson St.,SWAC,337,.0439
Texas A&M Corpus Chris,Slnd,338,.0432
Arkansas Pine Bluff,SWAC,339,.0415
Delaware St.,MEAC,340,.0367
Florida A&M,SWAC,341,.0366
USC Upstate,BSth,342,.0357
Chicago St.,NEC,343,.0354
Canisius,MAAC,344,.0350
Morgan St.,MEAC,345,.0347
Charleston Southern,BSth,346,.0346
Saint Peter's,MAAC,347,.0342
UMass Lowell,AE,348,.0310
New Haven,NEC,349,.0297
New Orleans,Slnd,350,.0251
Le Moyne,NEC,351,.0250
Texas Southern,SWAC,352,.0246
Bethune Cookman,SWAC,353,.0240
Western Carolina,SC,354,.0233
Valparaiso,MVC,355,.0206
Mississippi Valley St.,SWAC,356,.0155
Saint Francis,NEC,357,.0130
Central Connecticut,NEC,358,.0095
Niagara,MAAC,359,.0086
South Carolina St.,MEAC,360,.0062
Presbyterian,BSth,361,.0051
Prairie View A&M,SWAC,362,.0042
Bellarmine,ASun,363,.0039
