canonical_slug,team_display,conference,ncaa_team,ncaa_conference,net_rank,wab_rank,wab,q1_w,q1_l,q2_w,q2_l,q3_w,q3_l,q4_w,q4_l,bart_team,bart_conference,bart_rank,barthag,present_in_ncaa,present_in_bart
north-carolina-a-and-t,N.C. A&T,CAA,N.C. A&T,CAA,260,228,-13.04,0,4,0,0,0,2,8,11,North Carolina A&T,CAA,283,.1539,1,1
north-carolina-central,N.C. Central,MEAC,N.C. Central,MEAC,316,267,-15.54,0,3,0,0,0,1,7,15,North Carolina Central,MEAC,330,.0537,1,1
navy,Navy,Patriot,Navy,Patriot,124,100,-5.05,0,1,1,1,1,0,19,5,Navy,Pat,124,.6331,1,1
north-carolina-state,NC State,ACC,NC State,ACC,25,27,2.62,3,9,5,1,4,0,8,0,N.C. State,ACC,25,.9771,1,1
nebraska,Nebraska,Big Ten,Nebraska,Big Ten,28,39,1.04,1,10,4,1,3,1,10,0,Nebraska,B10,26,.9755,1,1
nebraska-omaha,Nebraska Omaha,Summit League,Nebraska Omaha,Summit League,355,343,-21.68,0,2,0,6,0,4,4,15,Nebraska Omaha,Sum,334,.0462,1,1
nevada,Nevada,Mountain West,Nevada,Mountain West,241,308,-18.26,0,0,0,2,1,6,8,13,Nevada,MWC,225,.3153,1,1
new-hampshire,New Hampshire,America East,New Hampshire,America East,276,290,-17.35,0,1,0,0,0,4,8,15,New Hampshire,AE,299,.1074,1,1
new-haven,New Haven,NEC,New Haven,NEC,351,335,-21.10,0,0,0,1,0,0,5,21,New Haven,NEC,349,.0290,1,1
new-mexico,New Mexico,Mountain West,New Mexico,Mountain West,113,117,-6.69,0,0,1,3,1,3,20,4,New Mexico,MWC,111,.6996,1,1
new-mexico-state,New Mexico St.,CUSA,New Mexico St.,CUSA,300,313,-18.57,0,1,0,1,0,3,6,16,New Mexico St.,CUSA,301,.1065,1,1
new-orleans,New Orleans,Southland,New Orleans,Southland,349,351,-22.78,0,2,0,1,0,3,3,20,New Orleans,Slnd,350,.0251,1,1
niagara,Niagara,MAAC,Niagara,MAAC,360,357,-24.88,0,2,0,2,0,2,1,22,Niagara,MAAC,359,.0084,1,1
nicholls-state,Nicholls St.,Southland,Nicholls St.,Southland,256,254,-14.90,0,0,0,0,0,3,14,13,Nicholls St.,Slnd,246,.2477,1,1
njit,NJIT,America East,NJIT,America East,179,177,-9.85,0,1,0,0,0,2,18,9,NJIT,AE,196,.3804,1,1
norfolk-state,Norfolk St.,MEAC,Norfolk St.,MEAC,215,158,-8.79,0,4,0,1,0,1,12,7,Norfolk St.,MEAC,210,.3515,1,1
north-alabama,North Alabama,ASUN,North Alabama,ASUN,233,208,-11.61,0,1,0,0,0,3,15,10,North Alabama,ASun,237,.2823,1,1
north-carolina,North Carolina,ACC,North Carolina,ACC,19,15,6.19,4,6,9,1,3,0,10,0,North Carolina,ACC,18,.9867,1,1
north-dakota,North Dakota,Summit League,North Dakota,Summit League,330,319,-19.74,0,2,0,4,0,3,4,15,North Dakota,Sum,316,.0745,1,1
north-florida,North Florida,ASUN,North Florida,ASUN,288,300,-17.78,0,2,0,2,0,1,7,16,North Florida,ASun,277,.1684,1,1
north-texas,North Texas,American,North Texas,American,102,152,-8.68,0,2,0,3,0,3,16,5,North Texas,Amer,97,.7548,1,1
northeastern,Northeastern,CAA,Northeastern,CAA,308,334,-20.97,0,0,0,0,0,1,7,21,Northeastern,CAA,302,.1002,1,1
northern-ariz,Northern Ariz.,Big Sky,Northern Ariz.,Big Sky,253,316,-19.12,0,0,0,3,1,6,7,13,Northern Arizona,BSky,256,.2267,1,1
northern-colo,Northern Colo.,Big Sky,Northern Colo.,Big Sky,147,134,-7.78,0,0,0,2,1,3,18,5,Northern Colorado,BSky,130,.6120,1,1
northern-illinois,Northern Illinois,MAC,Northern Illinois,MAC,313,326,-20.36,0,1,0,1,0,4,7,17,Northern Illinois,MAC,293,.1241,1,1
northern-iowa,Northern Iowa,MVC,Northern Iowa,MVC,118,159,-8.85,0,2,0,2,1,3,16,6,Northern Iowa,MVC,139,.5924,1,1
northern-kentucky,Northern Kentucky,Horizon,Northern Kentucky,Horizon,188,230,-13.31,0,2,0,1,1,1,14,13,Northern Kentucky,Horz,183,.4373,1,1
northwestern,Northwestern,Big Ten,Northwestern,Big Ten,131,138,-7.85,0,12,0,4,1,3,7,2,Northwestern,B10,109,.7036,1,1
northwestern-state,Northwestern St.,Southland,Northwestern St.,Southland,221,183,-10.22,0,2,0,2,1,1,15,9,Northwestern St.,Slnd,230,.3032,1,1
notre-dame,Notre Dame,ACC,Notre Dame,ACC,21,22,4.32,7,7,3,3,3,0,9,0,Notre Dame,ACC,24,.9805,1,1
oakland,Oakland,Horizon,Oakland,Horizon,262,284,-17.10,0,2,0,1,1,2,8,16,Oakland,Horz,252,.2338,1,1
ohio,Ohio,MAC,Ohio,MAC,158,170,-9.62,0,0,0,3,2,1,15,8,Ohio,MAC,129,.6152,1,1
ohio-state,Ohio St.,Big Ten,Ohio St.,Big Ten,15,8,9.39,9,7,4,0,2,0,11,0,Ohio St.,B10,13,.9894,1,1
oklahoma,Oklahoma,SEC,Oklahoma,SEC,13,13,6.80,6,7,4,0,3,0,11,0,Oklahoma,SEC,14,.9891,1,1
oklahoma-state,Oklahoma St,Big 12,Oklahoma St,Big 12,29,37,1.25,1,3,6,5,5,1,10,0,Oklahoma St.,B12,33,.9681,1,1
old-dominion,Old Dominion,Sun Belt,Old Dominion,Sun Belt,148,154,-8.76,0,4,0,2,2,3,15,5,Old Dominion,SB,147,.5680,1,1
ole-miss,Ole Miss,SEC,Ole Miss,SEC,20,24,3.96,5,8,3,2,4,1,11,0,Mississippi,SEC,21,.9827,1,1
oral-roberts,Oral Roberts,Summit League,Oral Roberts,Summit League,191,176,-9.84,0,3,0,4,3,1,9,7,Oral Roberts,Sum,209,.3590,1,1
oregon,Oregon,Big Ten,Oregon,Big Ten,24,29,2.55,3,8,3,3,4,1,12,0,Oregon,B10,27,.9747,1,1
oregon-state,Oregon St.,WCC,Oregon St.,WCC,82,101,-5.17,0,2,1,4,3,4,17,1,Oregon St.,WCC,79,.8209,1,1
pacific,Pacific,WCC,Pacific,WCC,206,253,-14.90,0,0,0,5,1,7,9,7,Pacific,WCC,187,.4152,1,1
penn,Penn,Ivy League,Penn,Ivy League,123,110,-5.99,0,2,0,3,1,2,14,3,Penn,Ivy,128,.6167,1,1
penn-state,Penn St.,Big Ten,Penn St.,Big Ten,93,85,-3.94,1,10,1,6,2,1,7,1,Penn St.,B10,71,.8483,1,1
pepperdine,Pepperdine,WCC,Pepperdine,WCC,126,157,-8.78,0,1,1,2,2,2,14,7,Pepperdine,WCC,119,.6627,1,1
pittsburgh,Pittsburgh,ACC,Pittsburgh,ACC,264,224,-12.97,0,9,0,4,0,2,8,7,Pittsburgh,ACC,247,.2449,1,1
portland,Portland,WCC,Portland,WCC,129,166,-9.35,0,2,1,1,2,8,13,3,Portland,WCC,118,.6689,1,1
portland-state,Portland St.,Big Sky,Portland St.,Big Sky,314,350,-22.60,0,0,0,2,0,4,5,19,Portland St.,BSky,304,.0965,1,1
prairie-view-a-and-m,Prairie View A&M,SWAC,Prairie View A&M,SWAC,358,361,-25.34,0,2,0,1,0,0,0,25,Prairie View A&M,SWAC,362,.0041,1,1
presbyterian,Presbyterian,Big South,Presbyterian,Big South,363,362,-25.65,0,1,0,0,0,1,1,25,Presbyterian,BSth,361,.0050,1,1
princeton,Princeton,Ivy League,Princeton,Ivy League,38,28,2.58,1,1,4,1,6,1,13,0,Princeton,Ivy,54,.9083,1,1
providence,Providence,Big East,Providence,Big East,146,181,-10.07,0,5,0,4,2,4,13,5,Providence,BE,115,.6738,1,1
purdue,Purdue,Big Ten,Purdue,Big Ten,71,82,-3.69,0,12,2,2,2,1,9,2,Purdue,B10,74,.8359,1,1
purdue-fort-wayne,Purdue Fort Wayne,Horizon,Purdue Fort Wayne,Horizon,138,179,-9.98,0,2,0,0,1,2,18,9,Purdue Fort Wayne,Horz,131,.6114,1,1
queens,Queens,ASUN,Queens,ASUN,324,294,-17.43,0,2,0,0,0,2,8,16,Queens,ASun,320,.0698,1,1
quinnipiac,Quinnipiac,MAAC,Quinnipiac,MAAC,85,89,-4.26,0,0,1,2,0,0,25,4,Quinnipiac,MAAC,95,.7617,1,1
radford,Radford,Big South,Radford,Big South,207,172,-9.71,0,2,0,1,0,1,20,8,Radford,BSth,212,.3450,1,1
rhode-island,Rhode Island,Atlantic 10,Rhode Island,Atlantic 10,49,43,0.73,1,1,3,1,4,0,19,2,Rhode Island,A10,59,.8909,1,1
rice,Rice,American,Rice,American,62,50,-0.64,0,2,1,0,3,0,23,2,Rice,Amer,77,.8323,1,1
richmond,Richmond,Atlantic 10,Richmond,Atlantic 10,37,51,-0.68,0,2,3,4,5,0,18,1,Richmond,A10,45,.9340,1,1
rider,Rider,MAAC,Rider,MAAC,334,330,-20.70,0,0,0,2,0,2,7,18,Rider,MAAC,336,.0451,1,1
robert-morris,Robert Morris,Horizon,Robert Morris,Horizon,216,194,-10.77,0,0,0,0,0,1,16,11,Robert Morris,Horz,201,.3715,1,1
rutgers,Rutgers,Big Ten,Rutgers,Big Ten,170,126,-7.37,0,12,1,3,2,2,6,3,Rutgers,B10,135,.6064,1,1
sacramento-state,Sacramento St.,Big Sky,Sacramento St.,Big Sky,204,266,-15.50,0,0,0,2,2,4,11,12,Sacramento St.,BSky,204,.3698,1,1
sacred-heart,Sacred Heart,MAAC,Sacred Heart,MAAC,298,258,-15.08,0,1,0,3,0,4,12,10,Sacred Heart,MAAC,298,.1086,1,1
saint-francis,Saint Francis,NEC,Saint Francis,NEC,356,359,-25.31,0,0,0,0,0,0,3,26,Saint Francis,NEC,357,.0126,1,1
saint-joseph-s,Saint Joseph's,Atlantic 10,Saint Joseph's,Atlantic 10,87,113,-6.18,0,1,1,5,2,2,15,3,Saint Joseph's,A10,94,.7628,1,1
saint-louis,Saint Louis,Atlantic 10,Saint Louis,Atlantic 10,223,296,-17.50,0,0,0,4,0,5,11,12,Saint Louis,A10,228,.3083,1,1
saint-mary-s,Saint Mary's,WCC,Saint Mary's,WCC,184,223,-12.93,0,2,0,3,0,5,13,7,Saint Mary's,WCC,175,.4658,1,1
saint-peter-s,Saint Peter's,MAAC,Saint Peter's,MAAC,347,340,-21.21,0,0,0,3,0,1,6,19,Saint Peter's,MAAC,346,.0333,1,1
sam-houston-state,Sam Houston St.,CUSA,Sam Houston St.,CUSA,168,133,-7.73,0,2,1,1,0,2,14,6,Sam Houston St.,CUSA,185,.4317,1,1
samford,Samford,SoCon,Samford,SoCon,280,235,-13.76,0,4,0,1,0,0,13,13,Samford,SC,271,.1916,1,1
san-diego,San Diego,WCC,San Diego,WCC,267,311,-18.50,0,0,0,5,0,7,10,10,San Diego,WCC,253,.2326,1,1
san-diego-state,San Diego St.,Mountain West,San Diego St.,Mountain West,73,56,-1.59,0,1,2,0,3,2,19,2,San Diego St.,MWC,73,.8364,1,1
san-francisco,San Francisco,WCC,San Francisco,WCC,167,188,-10.47,0,0,0,3,1,8,16,3,San Francisco,WCC,152,.5609,1,1
san-jose-state,San Jose St.,Mountain West,San Jose St.,Mountain West,320,356,-23.84,0,1,0,4,0,6,3,17,San Jose St.,MWC,311,.0842,1,1
santa-clara,Santa Clara,WCC,Santa Clara,WCC,80,102,-5.20,0,1,1,2,6,3,15,3,Santa Clara,WCC,91,.7818,1,1
seattle,Seattle,WCC,Seattle,WCC,342,348,-22.08,0,1,0,1,0,7,3,16,Seattle,WCC,321,.0692,1,1
seton-hall,Seton Hall,Big East,Seton Hall,Big East,64,84,-3.94,0,6,1,1,5,3,13,2,Seton Hall,BE,56,.8998,1,1
siena,Siena,MAAC,Siena,MAAC,284,262,-15.32,0,0,0,2,0,3,13,12,Siena,MAAC,295,.1220,1,1
siu-edwardsville,SIU Edwardsville,OVC,SIU Edwardsville,OVC,248,241,-14.16,0,0,0,0,1,5,12,11,SIU Edwardsville,OVC,211,.3462,1,1
smu,SMU,ACC,SMU,ACC,220,203,-11.37,0,9,0,4,0,2,9,6,SMU,ACC,198,.3782,1,1
south-alabama,South Alabama,Sun Belt,South Alabama,Sun Belt,182,240,-14.15,0,1,0,4,2,2,14,11,South Alabama,SB,184,.4344,1,1
south-carolina,South Carolina,SEC,South Carolina,SEC,3,3,14.53,12,3,7,0,3,0,9,0,South Carolina,SEC,4,.9987,1,1
south-carolina-state,South Carolina State,MEAC,South Carolina State,MEAC,359,353,-22.92,0,1,0,1,0,1,3,22,South Carolina St.,MEAC,360,.0061,1,1
south-dakota,South Dakota,Summit League,South Dakota,Summit League,114,103,-5.40,0,1,2,3,1,1,17,4,South Dakota,Sum,127,.6175,1,1
south-dakota-state,South Dakota St,Summit League,South Dakota St,Summit League,39,44,0.65,0,3,4,2,4,1,19,0,South Dakota St.,Sum,51,.9188,1,1
south-fla,South Fla.,American,South Fla.,American,66,70,-2.86,1,5,1,2,1,2,17,2,South Florida,Amer,76,.8331,1,1
southeast-missouri-state,Southeast Missouri St.,OVC,Southeast Missouri St.,OVC,231,260,-15.19,0,1,0,1,0,5,12,11,Southeast Missouri St.,OVC,223,.3220,1,1
southeastern-louisiana,Southeastern Louisiana,Southland,Southeastern Louisiana,Southland,336,324,-20.20,0,3,0,0,0,3,4,18,Southeastern Louisiana,Slnd,331,.0514,1,1
southern-illinois,Southern Illinois,MVC,Southern Illinois,MVC,278,285,-17.14,0,0,0,0,0,5,8,14,Southern Illinois,MVC,261,.2157,1,1
southern-indiana,Southern Indiana,OVC,Southern Indiana,OVC,125,132,-7.67,0,1,0,0,0,4,18,5,Southern Indiana,OVC,117,.6691,1,1
southern-miss,Southern Miss,Sun Belt,Southern Miss.,Sun Belt,190,214,-12.27,0,2,0,3,1,1,12,10,Southern Miss,SB,202,.3702,1,1
southern-u,Southern U.,SWAC,Southern U.,SWAC,229,128,-7.59,0,6,0,0,1,0,13,7,Southern,SWAC,238,.2772,1,1
southern-utah,Southern Utah,WAC,Southern Utah,WAC,181,162,-9.16,0,0,0,1,1,5,15,5,Southern Utah,WAC,170,.4851,1,1
state-bonaventure,St. Bonaventure,Atlantic 10,St. Bonaventure,Atlantic 10,211,212,-12.04,0,1,0,2,2,1,13,11,St. Bonaventure,A10,214,.3366,1,1
state-john-s,St. John's,Big East,St. John's,Big East,100,80,-3.54,0,3,4,2,3,4,15,2,St. John's,BE,82,.8123,1,1
state-thomas,St. Thomas,Summit League,St. Thomas,Summit League,228,211,-11.98,0,2,0,4,0,2,13,8,St. Thomas,Sum,194,.3838,1,1
stanford,Stanford,ACC,Stanford,ACC,44,57,-1.69,2,6,4,6,3,0,10,1,Stanford,ACC,42,.9420,1,1
stephen-f-austin,Stephen F. Austin,Southland,Stephen F. Austin,Southland,172,127,-7.59,0,0,0,1,0,3,22,5,Stephen F. Austin,Slnd,182,.4422,1,1
stetson,Stetson,ASUN,Stetson,ASUN,176,147,-8.52,0,1,0,1,1,0,17,9,Stetson,ASun,177,.4609,1,1
stonehill,Stonehill,NEC,Stonehill,NEC,337,274,-16.26,0,1,0,0,0,1,11,16,Stonehill,NEC,335,.0458,1,1
stony-brook,Stony Brook,CAA,Stony Brook,CAA,244,213,-12.06,0,1,0,1,0,1,14,11,Stony Brook,CAA,258,.2239,1,1
syracuse,Syracuse,ACC,Syracuse,ACC,40,33,2.25,1,7,6,1,3,0,13,0,Syracuse,ACC,39,.9512,1,1
tarleton-state,Tarleton St.,WAC,Tarleton St.,WAC,218,231,-13.33,0,1,0,1,0,4,11,10,Tarleton St.,WAC,190,.3921,1,1
tcu,TCU,Big 12,TCU,Big 12,12,12,6.92,4,3,10,2,1,0,14,0,TCU,B12,15,.9887,1,1
temple,Temple,American,Temple,American,140,191,-10.68,0,5,0,2,2,2,13,8,Temple,Amer,141,.5883,1,1
tennessee,Tennessee,SEC,Tennessee,SEC,22,32,2.26,5,11,1,1,2,1,8,0,Tennessee,SEC,23,.9808,1,1
tennessee-martin,Tennessee Martin,OVC,Tennessee Martin,OVC,257,248,-14.66,0,1,0,0,1,5,9,11,Tennessee Martin,OVC,259,.2215,1,1
tennessee-state,Tennessee St.,OVC,Tennessee St.,OVC,325,331,-20.74,0,2,0,0,1,3,4,19,Tennessee St.,OVC,312,.0831,1,1
tennessee-tech,Tennessee Tech,OVC,Tennessee Tech,OVC,222,210,-11.91,0,1,0,0,0,4,13,9,Tennessee Tech,OVC,234,.2867,1,1
texas,Texas,SEC,Texas,SEC,4,2,14.78,14,3,5,0,4,0,8,0,Texas,SEC,3,.9988,1,1
texas-a-and-m,Texas A&M,SEC,Texas A&M,SEC,61,38,1.15,2,9,5,0,2,2,5,1,Texas A&M,SEC,50,.9217,1,1
texas-a-and-m-corpus-chris,Texas A&M Corpus Chris,Southland,Texas A&M Corpus Chris,Southland,340,332,-20.77,0,1,0,1,0,3,5,18,Texas A&M Corpus Chris,Slnd,338,.0433,1,1
texas-southern,Texas Southern,SWAC,Texas Southern,SWAC,335,291,-17.36,0,3,0,0,0,3,6,15,Texas Southern,SWAC,352,.0242,1,1
texas-state,Texas St.,Sun Belt,Texas St.,Sun Belt,251,268,-15.82,0,2,0,1,0,3,9,13,Texas St.,SB,263,.2049,1,1
texas-tech,Texas Tech,Big 12,Texas Tech,Big 12,31,31,2.35,3,1,5,6,3,0,14,0,Texas Tech,B12,30,.9721,1,1
toledo,Toledo,MAC,Toledo,MAC,156,190,-10.66,0,1,0,3,2,2,13,8,Toledo,MAC,153,.5599,1,1
towson,Towson,CAA,Towson,CAA,226,189,-10.55,0,2,0,0,0,1,16,10,Towson,CAA,245,.2497,1,1
troy,Troy,Sun Belt,Troy,Sun Belt,77,69,-2.80,0,1,0,3,5,1,19,2,Troy,SB,87,.7941,1,1
tulane,Tulane,American,Tulane,American,185,263,-15.36,0,2,0,3,0,3,11,12,Tulane,Amer,181,.4448,1,1
tulsa,Tulsa,American,Tulsa,American,152,125,-7.33,0,1,1,2,1,3,17,5,Tulsa,Amer,168,.4958,1,1
uab,UAB,American,UAB,American,197,259,-15.08,0,1,0,1,0,4,11,12,UAB,Amer,193,.3852,1,1
uc-davis,UC Davis,Big West,UC Davis,Big West,171,115,-6.47,0,1,0,2,1,3,19,3,UC Davis,BW,171,.4822,1,1
uc-irvine,UC Irvine,Big West,UC Irvine,Big West,79,83,-3.76,0,0,0,0,1,3,25,2,UC Irvine,BW,90,.7844,1,1
uc-riverside,UC Riverside,Big West,UC Riverside,Big West,243,292,-17.38,0,0,0,2,1,7,8,11,UC Riverside,BW,233,.2942,1,1
uc-san-diego,UC San Diego,Big West,UC San Diego,Big West,119,106,-5.84,0,1,1,0,2,1,18,6,UC San Diego,BW,116,.6715,1,1
uc-santa-barbara,UC Santa Barbara,Big West,UC Santa Barbara,Big West,141,130,-7.62,0,1,0,1,2,2,17,6,UC Santa Barbara,BW,143,.5804,1,1
ucf,UCF,Big 12,UCF,Big 12,144,163,-9.24,0,7,2,5,1,3,8,4,UCF,B12,145,.5769,1,1
ucla,UCLA,Big Ten,UCLA,Big Ten,2,1,17.07,18,1,2,0,5,0,6,0,UCLA,B10,2,.9992,1,1
uconn,UConn,Big East,UConn,Big East,1,4,11.45,9,0,5,0,8,0,12,0,Connecticut,BE,1,.9996,1,1
umass-lowell,UMass Lowell,America East,UMass Lowell,America East,348,317,-19.55,0,0,0,0,0,3,5,18,UMass Lowell,AE,348,.0306,1,1
umbc,UMBC,America East,UMBC,America East,186,198,-11.01,1,1,0,0,1,2,12,11,UMBC,AE,203,.3700,1,1
umkc,UMKC,Summit League,UMKC,Summit League,286,301,-17.82,0,2,0,5,0,4,4,12,UMKC,Sum,262,.2059,1,1
unc-asheville,UNC Asheville,Big South,UNC Asheville,Big South,332,295,-17.43,0,0,0,0,0,1,9,17,UNC Asheville,BSth,326,.0576,1,1
unc-greensboro,UNC Greensboro,SoCon,UNC Greensboro,SoCon,279,237,-13.83,0,2,0,0,0,1,10,13,UNC Greensboro,SC,285,.1473,1,1
unc-wilmington,UNC Wilmington,CAA,UNC Wilmington,CAA,326,339,-21.19,0,1,0,0,0,2,6,20,UNC Wilmington,CAA,329,.0538,1,1
unlv,UNLV,Mountain West,UNLV,Mountain West,96,118,-6.69,0,0,0,6,2,4,19,1,UNLV,MWC,83,.8122,1,1
usc,USC,Big Ten,USC,Big Ten,23,26,3.08,4,12,3,0,2,1,8,0,USC,B10,20,.9829,1,1
usc-upstate,USC Upstate,Big South,USC Upstate,Big South,343,286,-17.16,0,3,0,0,0,1,9,16,USC Upstate,BSth,342,.0351,1,1
ut-arlington,UT Arlington,WAC,UT Arlington,WAC,235,278,-16.51,0,1,1,2,0,3,10,14,UT Arlington,WAC,222,.3243,1,1
ut-rio-grande-valley,UT Rio Grande Valley,Southland,UT Rio Grande Valley,Southland,202,165,-9.34,0,2,0,1,0,4,18,6,UT Rio Grande Valley,Slnd,215,.3360,1,1
utah,Utah,Big 12,Utah,Big 12,59,54,-1.10,2,2,4,9,1,1,11,0,Utah,B12,53,.9097,1,1
utah-state,Utah St.,Mountain West,Utah St.,Mountain West,292,328,-20.62,0,1,0,1,0,7,5,15,Utah St.,MWC,284,.1506,1,1
utah-tech,Utah Tech,WAC,Utah Tech,WAC,258,307,-18.21,0,0,0,1,0,3,8,16,Utah Tech,WAC,231,.2977,1,1
utah-valley,Utah Valley,WAC,Utah Valley,WAC,183,200,-11.19,0,0,0,1,2,3,12,9,Utah Valley,WAC,174,.4681,1,1
utep,UTEP,CUSA,UTEP,CUSA,268,243,-14.35,0,1,0,2,0,2,11,12,UTEP,CUSA,272,.1810,1,1
utsa,UTSA,American,UTSA,American,139,186,-10.43,0,2,1,2,0,4,13,7,UTSA,Amer,137,.5946,1,1
valparaiso,Valparaiso,MVC,Valparaiso,MVC,357,363,-28.52,0,1,0,0,0,4,0,26,Valparaiso,MVC,355,.0204,1,1
vanderbilt,Vanderbilt,SEC,Vanderbilt,SEC,7,7,9.84,8,4,6,0,5,0,8,0,Vanderbilt,SEC,9,.9909,1,1
vcu,VCU,Atlantic 10,VCU,Atlantic 10,240,277,-16.51,0,4,0,6,0,4,8,9,VCU,A10,244,.2519,1,1
vermont,Vermont,America East,Vermont,America East,83,96,-4.67,0,1,0,0,2,1,22,5,Vermont,AE,99,.7489,1,1
villanova,Villanova,Big East,Villanova,Big East,35,35,1.49,2,3,2,3,6,1,15,0,Villanova,BE,28,.9744,1,1
virginia,Virginia,ACC,Virginia,ACC,36,52,-0.71,3,6,2,4,3,0,11,1,Virginia,ACC,40,.9444,1,1
virginia-tech,Virginia Tech,ACC,Virginia Tech,ACC,41,34,1.84,3,7,4,1,5,1,11,0,Virginia Tech,ACC,37,.9597,1,1
wagner,Wagner,NEC,Wagner,NEC,333,255,-15.03,0,1,0,2,0,0,11,14,Wagner,NEC,333,.0477,1,1
wake-forest,Wake Forest,ACC,Wake Forest,ACC,128,136,-7.81,0,8,0,5,1,1,13,3,Wake Forest,ACC,120,.6613,1,1
washington,Washington,Big Ten,Washington,Big Ten,26,23,4.28,6,7,2,3,2,0,11,0,Washington,B10,19,.9837,1,1
washington-state,Washington St.,WCC,Washington St.,WCC,227,310,-18.42,0,2,0,6,1,9,8,8,Washington St.,WCC,195,.3822,1,1
weber-state,Weber St.,Big Sky,Weber St.,Big Sky,254,306,-18.03,0,1,0,5,1,4,7,12,Weber St.,BSky,243,.2562,1,1
west-georgia,West Georgia,ASUN,West Georgia,ASUN,236,185,-10.33,0,1,0,2,0,2,16,8,West Georgia,ASun,239,.2715,1,1
west-virginia,West Virginia,Big 12,West Virginia,Big 12,18,14,6.69,3,3,10,3,3,0,11,0,West Virginia,B12,16,.9883,1,1
western-carolina,Western Carolina,SoCon,Western Carolina,SoCon,354,354,-23.63,0,1,0,2,0,1,0,22,Western Carolina,SC,354,.0230,1,1
western-illinois,Western Illinois,OVC,Western Illinois,OVC,89,72,-2.94,0,1,0,0,3,0,20,4,Western Illinois,OVC,106,.7227,1,1
western-kentucky,Western Kentucky,CUSA,Western Kentucky,CUSA,294,303,-17.89,0,2,0,2,0,1,7,16,Western Kentucky,CUSA,287,.1434,1,1
western-michigan,Western Michigan,MAC,Western Michigan,MAC,266,261,-15.21,0,2,0,1,0,4,9,12,Western Michigan,MAC,267,.2013,1,1
wichita-state,Wichita St.,American,Wichita St.,American,263,321,-19.88,0,1,0,3,1,1,6,18,Wichita St.,Amer,268,.2006,1,1
william-and-mary,William & Mary,CAA,William & Mary,CAA,225,202,-11.32,0,0,0,2,1,1,14,10,William & Mary,CAA,229,.3048,1,1
winthrop,Winthrop,Big South,Winthrop,Big South,305,233,-13.74,0,3,0,1,0,0,12,13,Winthrop,BSth,305,.0929,1,1
wisconsin,Wisconsin,Big Ten,Wisconsin,Big Ten,86,71,-2.92,2,11,1,4,0,1,10,1,Wisconsin,B10,69,.8599,1,1
wofford,Wofford,SoCon,Wofford,SoCon,234,199,-11.08,0,1,0,1,0,2,13,9,Wofford,SC,236,.2825,1,1
wright-state,Wright St.,Horizon,Wright St.,Horizon,293,318,-19.70,0,1,0,0,0,1,8,20,Wright St.,Horz,280,.1581,1,1
wyoming,Wyoming,Mountain West,Wyoming,Mountain West,250,270,-15.92,0,1,0,4,1,4,8,11,Wyoming,MWC,227,.3106,1,1
xavier,Xavier,Big East,Xavier,Big East,201,220,-12.70,0,3,0,3,2,6,9,7,Xavier,BE,140,.5888,1,1
yale,Yale,Ivy League,Yale,Ivy League,271,276,-16.35,0,1,0,3,0,6,7,10,Yale,Ivy,270,.1931,1,1
youngstown-state,Youngstown St.,Horizon,Youngstown St.,Horizon,134,119,-6.71,0,1,0,0,1,2,21,6,Youngstown St.,Horz,151,.5628,1,1
