canonical_slug,team_display,conference,ncaa_team,ncaa_conference,net_rank,wab_rank,wab,q1_w,q1_l,q2_w,q2_l,q3_w,q3_l,q4_w,q4_l,bart_team,bart_conference,bart_rank,barthag,present_in_ncaa,present_in_bart
cal-state-bakersfield,Cal St. Bakersfield,Big West,Cal St. Bakersfield,Big West,306,337,-21.16,0,0,0,2,0,4,6,17,Cal St. Bakersfield,BW,295,.1165,1,1
cal-state-fullerton,Cal St. Fullerton,Big West,Cal St. Fullerton,Big West,195,212,-12.37,0,0,0,1,0,3,16,10,Cal St. Fullerton,BW,190,.3904,1,1
cal-state-northridge,Cal St. Northridge,Big West,Cal St. Northridge,Big West,277,300,-17.89,0,0,0,2,0,6,8,12,Cal St. Northridge,BW,273,.1780,1,1
california,California,ACC,California,ACC,52,66,-2.65,1,8,3,4,2,2,13,0,California,ACC,47,.9286,1,1
campbell,Campbell,CAA,Campbell,CAA,217,187,-10.50,0,0,0,1,1,1,17,10,Campbell,CAA,231,.2972,1,1
canisius,Canisius,MAAC,Canisius,MAAC,341,331,-20.77,0,2,0,2,0,3,5,17,Canisius,MAAC,344,.0341,1,1
central-arkansas,Central Arkansas,ASUN,Central Arkansas,ASUN,105,153,-9.07,0,0,0,1,1,3,18,7,Central Arkansas,ASun,114,.6755,1,1
central-connecticut,Central Connecticut,NEC,Central Connecticut,NEC,361,359,-25.30,0,1,0,0,0,3,2,23,Central Connecticut,NEC,358,.0092,1,1
central-michigan,Central Michigan,MAC,Central Michigan,MAC,120,121,-7.31,0,3,0,2,1,2,16,5,Central Michigan,MAC,143,.5811,1,1
charleston,Charleston,CAA,Charleston,CAA,101,78,-3.43,0,0,0,1,2,0,23,4,Charleston,CAA,128,.6125,1,1
charleston-southern,Charleston Southern,Big South,Charleston Southern,Big South,332,313,-18.66,0,2,0,2,0,3,7,15,Charleston Southern,BSth,345,.0339,1,1
charlotte,Charlotte,American,Charlotte,American,171,222,-12.87,0,3,0,3,1,4,13,8,Charlotte,Amer,159,.5238,1,1
chattanooga,Chattanooga,SoCon,Chattanooga,SoCon,208,144,-8.72,0,0,0,2,0,0,18,8,Chattanooga,SC,218,.3291,1,1
chicago-state,Chicago St.,NEC,Chicago St.,NEC,346,328,-20.64,0,1,0,1,0,3,9,18,Chicago St.,NEC,343,.0345,1,1
cincinnati,Cincinnati,Big 12,Cincinnati,Big 12,109,163,-9.50,0,4,3,9,0,3,7,4,Cincinnati,B12,93,.7705,1,1
clemson,Clemson,ACC,Clemson,ACC,41,36,1.35,2,10,4,1,1,0,14,0,Clemson,ACC,49,.9238,1,1
cleveland-state,Cleveland St.,Horizon,Cleveland St.,Horizon,152,128,-7.65,0,0,0,0,1,1,21,8,Cleveland St.,Horz,150,.5669,1,1
coastal-carolina,Coastal Carolina,Sun Belt,Coastal Carolina,Sun Belt,143,226,-13.19,0,3,0,3,0,5,12,7,Coastal Carolina,SB,154,.5477,1,1
colgate,Colgate,Patriot,Colgate,Patriot,322,344,-21.77,0,1,0,1,0,4,6,18,Colgate,Pat,327,.0571,1,1
colorado,Colorado,Big 12,Colorado,Big 12,46,41,0.86,2,5,6,3,3,2,11,1,Colorado,B12,36,.9621,1,1
colorado-state,Colorado St.,Mountain West,Colorado St.,Mountain West,70,79,-3.52,0,0,1,2,3,4,22,1,Colorado St.,MWC,70,.8558,1,1
columbia,Columbia,Ivy League,Columbia,Ivy League,59,63,-2.51,1,1,4,3,0,3,15,1,Columbia,Ivy,58,.8915,1,1
coppin-state,Coppin St.,MEAC,Coppin St.,MEAC,294,286,-17.24,0,5,0,1,0,1,8,16,Coppin St.,MEAC,296,.1156,1,1
cornell,Cornell,Ivy League,Cornell,Ivy League,299,242,-14.25,0,2,1,2,1,3,6,11,Cornell,Ivy,279,.1638,1,1
creighton,Creighton,Big East,Creighton,Big East,91,113,-6.31,0,5,1,4,3,3,12,3,Creighton,BE,68,.8618,1,1
dartmouth,Dartmouth,Ivy League,Dartmouth,Ivy League,321,231,-13.75,0,1,0,3,0,4,7,9,Dartmouth,Ivy,318,.0729,1,1
davidson,Davidson,Atlantic 10,Davidson,Atlantic 10,73,105,-5.90,0,3,0,5,3,2,18,2,Davidson,A10,83,.8095,1,1
dayton,Dayton,Atlantic 10,Dayton,Atlantic 10,168,177,-10.06,0,0,1,6,1,1,15,7,Dayton,A10,172,.4774,1,1
delaware,Delaware,CUSA,Delaware,CUSA,238,281,-16.98,0,0,0,1,0,4,12,14,Delaware,CUSA,253,.2335,1,1
delaware-state,Delaware St.,MEAC,Delaware St.,MEAC,344,335,-21.10,0,1,0,0,0,2,4,20,Delaware St.,MEAC,340,.0361,1,1
denver,Denver,Summit League,Denver,Summit League,287,260,-15.37,0,1,0,4,0,3,8,11,Denver,Sum,275,.1729,1,1
depaul,DePaul,Big East,DePaul,Big East,201,271,-16.18,0,5,0,3,1,5,7,11,DePaul,BE,160,.5217,1,1
detroit-mercy,Detroit Mercy,Horizon,Detroit Mercy,Horizon,303,325,-20.35,0,1,0,0,0,3,7,19,Detroit Mercy,Horz,306,.0923,1,1
drake,Drake,MVC,Drake,MVC,212,266,-15.77,0,2,0,1,0,6,12,11,Drake,MVC,207,.3636,1,1
drexel,Drexel,CAA,Drexel,CAA,166,149,-8.78,0,0,0,0,0,3,20,7,Drexel,CAA,169,.4937,1,1
duke,Duke,ACC,Duke,ACC,8,10,7.95,8,7,6,1,2,0,8,0,Duke,ACC,7,.9938,1,1
duquesne,Duquesne,Atlantic 10,Duquesne,Atlantic 10,242,269,-15.90,0,1,0,2,1,4,9,12,Duquesne,A10,235,.2832,1,1
east-carolina,East Carolina,American,East Carolina,American,116,130,-7.69,0,0,0,1,2,2,20,7,East Carolina,Amer,125,.6291,1,1
east-tennessee-state,East Tennessee St.,SoCon,East Tennessee St.,SoCon,248,180,-10.21,0,3,0,0,0,0,16,10,East Tennessee St.,SC,248,.2421,1,1
east-texas-a-and-m,East Texas A&M,Southland,East Texas A&M,Southland,290,244,-14.42,0,2,0,0,0,2,11,13,East Texas A&M,Slnd,292,.1256,1,1
eastern-illinois,Eastern Illinois,OVC,Eastern Illinois,OVC,316,352,-22.88,0,2,0,2,0,5,4,18,Eastern Illinois,OVC,310,.0859,1,1
e-kentucky,Eastern Kentucky,ASUN,Eastern Kentucky,ASUN,110,106,-5.91,0,1,0,0,1,1,21,6,Eastern Kentucky,ASun,122,.6578,1,1
eastern-michigan,Eastern Michigan,MAC,Eastern Michigan,MAC,196,214,-12.51,0,1,0,3,0,4,12,8,Eastern Michigan,MAC,217,.3303,1,1
eastern-washington,Eastern Washington,Big Sky,Eastern Washington,Big Sky,210,252,-15.02,0,0,0,3,1,3,12,12,Eastern Washington,BSky,199,.3743,1,1
elon,Elon,CAA,Elon,CAA,220,234,-13.92,0,1,0,0,0,3,15,12,Elon,CAA,223,.3160,1,1
evansville,Evansville,MVC,Evansville,MVC,264,343,-21.72,0,1,0,1,1,5,9,18,Evansville,MVC,269,.1953,1,1
fairfield,Fairfield,MAAC,Fairfield,MAAC,53,45,0.28,2,2,0,0,3,1,23,1,Fairfield,MAAC,61,.8872,1,1
fdu,FDU,NEC,FDU,NEC,130,65,-2.57,0,1,0,1,0,0,28,2,Fairleigh Dickinson,NEC,133,.6067,1,1
fiu,FIU,CUSA,FIU,CUSA,173,152,-9.06,0,0,0,2,0,2,19,7,FIU,CUSA,167,.4961,1,1
florida,Florida,SEC,Florida,SEC,48,60,-2.24,2,10,1,1,3,3,12,1,Florida,SEC,38,.9530,1,1
florida-a-and-m,Florida A&M,SWAC,Florida A&M,SWAC,339,324,-20.31,0,0,0,2,0,1,8,19,Florida A&M,SWAC,341,.0361,1,1
florida-atlantic,Florida Atlantic,American,Florida Atlantic,American,239,249,-14.82,0,0,0,3,1,5,12,10,Florida Atlantic,Amer,241,.2687,1,1
florida-gulf-coast,Florida Gulf Coast,ASUN,Florida Gulf Coast,ASUN,157,193,-10.93,0,1,1,2,1,4,12,8,Florida Gulf Coast,ASun,156,.5292,1,1
florida-state,Florida St.,ACC,Florida St.,ACC,107,138,-8.38,0,9,0,9,3,2,7,1,Florida St.,ACC,99,.7517,1,1
fordham,Fordham,Atlantic 10,Fordham,Atlantic 10,259,276,-16.54,0,1,0,5,0,2,9,12,Fordham,A10,256,.2274,1,1
fresno-state,Fresno St.,Mountain West,Fresno St.,Mountain West,174,238,-14.12,0,1,0,4,0,6,14,7,Fresno St.,MWC,155,.5474,1,1
furman,Furman,SoCon,Furman,SoCon,247,169,-9.72,0,2,0,3,0,0,14,8,Furman,SC,266,.2024,1,1
gardner-webb,Gardner Webb,Big South,Gardner Webb,Big South,328,295,-17.72,0,1,0,0,0,1,12,17,Gardner Webb,BSth,332,.0482,1,1
george-mason,George Mason,Atlantic 10,George Mason,Atlantic 10,60,58,-2.10,1,3,3,3,2,1,17,2,George Mason,A10,63,.8835,1,1
george-washington,George Washington,Atlantic 10,George Washington,Atlantic 10,172,224,-12.96,0,0,1,5,0,3,13,9,George Washington,A10,175,.4626,1,1
georgetown,Georgetown,Big East,Georgetown,Big East,95,150,-8.86,0,5,1,3,2,3,11,6,Georgetown,BE,76,.8355,1,1
georgia,Georgia,SEC,Georgia,SEC,34,25,3.13,3,8,2,1,6,0,11,0,Georgia,SEC,31,.9719,1,1
georgia-southern,Georgia Southern,Sun Belt,Georgia Southern,Sun Belt,76,64,-2.52,0,2,2,2,1,2,19,1,Georgia Southern,SB,79,.8283,1,1
georgia-state,Georgia St.,Sun Belt,Georgia St.,Sun Belt,232,278,-16.73,0,2,1,3,0,3,7,13,Georgia St.,SB,249,.2387,1,1
georgia-tech,Georgia Tech,ACC,Georgia Tech,ACC,74,107,-5.98,1,9,2,6,2,2,9,1,Georgia Tech,ACC,60,.8901,1,1
gonzaga,Gonzaga,WCC,Gonzaga,WCC,61,86,-4.12,0,0,1,5,5,3,18,1,Gonzaga,WCC,62,.8854,1,1
grambling-state,Grambling St.,SWAC,Grambling St.,SWAC,304,280,-16.97,0,1,0,1,0,3,10,14,Grambling St.,SWAC,309,.0865,1,1
grand-canyon,Grand Canyon,Mountain West,Grand Canyon,Mountain West,134,228,-13.70,0,2,0,4,3,4,10,9,Grand Canyon,MWC,131,.6110,1,1
green-bay,Green Bay,Horizon,Green Bay,Horizon,97,87,-4.12,0,2,1,2,0,1,23,3,Green Bay,Horz,88,.7875,1,1
hampton,Hampton,CAA,Hampton,CAA,311,322,-20.00,0,0,0,0,0,2,7,19,Hampton,CAA,328,.0560,1,1
harvard,Harvard,Ivy League,Harvard,Ivy League,64,96,-4.82,0,3,2,3,2,3,14,2,Harvard,Ivy,67,.8645,1,1
hawaii,Hawaii,Big West,Hawaii,Big West,119,141,-8.66,0,0,0,1,2,4,18,6,Hawaii,BW,108,.7061,1,1
high-point,High Point,Big South,High Point,Big South,142,85,-4.03,0,0,0,1,2,0,23,4,High Point,BSth,165,.5066,1,1
hofstra,Hofstra,CAA,Hofstra,CAA,269,311,-18.51,0,2,0,1,0,3,10,16,Hofstra,CAA,283,.1537,1,1
holy-cross,Holy Cross,Patriot,Holy Cross,Patriot,148,111,-6.09,0,1,0,2,2,1,21,5,Holy Cross,Pat,166,.5039,1,1
houston,Houston,Big 12,Houston,Big 12,176,217,-12.58,0,6,0,8,0,6,7,3,Houston,B12,164,.5072,1,1
houston-christian,Houston Christian,Southland,Houston Christian,Southland,312,309,-18.40,0,1,0,2,0,2,6,16,Houston Christian,Slnd,313,.0762,1,1
howard,Howard,MEAC,Howard,MEAC,154,88,-4.25,0,2,1,1,1,1,24,3,Howard,MEAC,181,.4478,1,1
idaho,Idaho,Big Sky,Idaho,Big Sky,99,71,-2.94,0,0,0,2,2,0,25,3,Idaho,BSky,89,.7859,1,1
idaho-state,Idaho St.,Big Sky,Idaho St.,Big Sky,133,142,-8.66,0,0,0,2,2,1,16,8,Idaho St.,BSky,144,.5804,1,1
illinois,Illinois,Big Ten,Illinois,Big Ten,30,30,2.47,3,10,2,0,6,1,10,0,Illinois,B10,32,.9718,1,1
illinois-chicago,Illinois Chicago,MVC,Illinois Chicago,MVC,203,264,-15.57,0,0,1,1,0,5,13,12,Illinois Chicago,MVC,189,.4041,1,1
illinois-state,Illinois St.,MVC,Illinois St.,MVC,158,166,-9.68,0,2,0,1,0,4,20,6,Illinois St.,MVC,157,.5281,1,1
incarnate-word,Incarnate Word,Southland,Incarnate Word,Southland,275,229,-13.71,0,2,0,1,0,3,11,11,Incarnate Word,Slnd,278,.1653,1,1
indiana,Indiana,Big Ten,Indiana,Big Ten,54,48,0.01,2,13,1,1,3,0,12,0,Indiana,B10,46,.9322,1,1
indiana-state,Indiana St.,MVC,Indiana St.,MVC,296,315,-19.36,0,1,0,0,0,5,9,16,Indiana St.,MVC,281,.1576,1,1
iona,Iona,MAAC,Iona,MAAC,273,182,-10.26,0,0,0,2,1,3,18,7,Iona,MAAC,284,.1532,1,1
iowa,Iowa,Big Ten,Iowa,Big Ten,10,5,11.01,10,6,6,0,3,0,7,0,Iowa,B10,9,.9909,1,1
iowa-state,Iowa St.,Big 12,Iowa St.,Big 12,33,40,0.89,2,3,6,5,1,1,13,0,Iowa St.,B12,34,.9672,1,1
iu-indy,IU Indy,Horizon,IU Indy,Horizon,255,254,-15.04,0,0,0,0,0,4,12,13,IU Indy,Horz,250,.2363,1,1
jackson-state,Jackson St.,SWAC,Jackson St.,SWAC,315,265,-15.69,0,3,0,1,0,2,11,13,Jackson St.,SWAC,338,.0432,1,1
jacksonville,Jacksonville,ASUN,Jacksonville,ASUN,137,91,-4.45,0,2,1,1,1,1,20,4,Jacksonville,ASun,147,.5701,1,1
jacksonville-state,Jacksonville St.,CUSA,Jacksonville St.,CUSA,221,235,-14.00,0,1,0,1,0,2,13,12,Jacksonville St.,CUSA,219,.3289,1,1
james-madison,James Madison,Sun Belt,James Madison,Sun Belt,45,62,-2.30,0,2,1,2,6,3,19,1,James Madison,SB,43,.9376,1,1
kansas,Kansas,Big 12,Kansas,Big 12,50,57,-1.79,1,7,3,4,4,1,10,1,Kansas,B12,48,.9273,1,1
kansas-state,Kansas State,Big 12,Kansas State,Big 12,55,74,-2.99,4,6,3,5,3,5,8,1,Kansas St.,B12,53,.9137,1,1
kennesaw-state,Kennesaw St.,CUSA,Kennesaw St.,CUSA,249,245,-14.54,0,1,0,2,0,2,10,12,Kennesaw St.,CUSA,260,.2186,1,1
kent-state,Kent St.,MAC,Kent St.,MAC,164,197,-11.26,0,3,0,1,0,7,13,5,Kent St.,MAC,177,.4553,1,1
kentucky,Kentucky,SEC,Kentucky,SEC,16,19,4.94,5,9,2,1,8,0,8,0,Kentucky,SEC,17,.9883,1,1
la-salle,La Salle,Atlantic 10,La Salle,Atlantic 10,165,147,-8.77,0,1,1,4,0,3,16,5,La Salle,A10,152,.5628,1,1
la-tech,La. Tech,CUSA,La. Tech,CUSA,78,70,-2.94,0,2,0,0,1,1,23,3,Louisiana Tech,CUSA,85,.8071,1,1
lafayette,Lafayette,Patriot,Lafayette,Patriot,282,285,-17.19,0,1,0,0,0,4,11,14,Lafayette,Pat,291,.1262,1,1
lamar,Lamar,Southland,Lamar,Southland,179,136,-8.03,0,0,0,2,0,2,19,6,Lamar,Slnd,206,.3672,1,1
le-moyne,Le Moyne,NEC,Le Moyne,NEC,352,305,-18.21,0,2,0,1,0,4,11,14,Le Moyne,NEC,351,.0248,1,1
lehigh,Lehigh,Patriot,Lehigh,Patriot,191,203,-11.64,0,1,0,1,3,1,14,11,Lehigh,Pat,191,.3894,1,1
liberty,Liberty,CUSA,Liberty,CUSA,144,154,-9.24,0,2,1,1,1,3,14,7,Liberty,CUSA,136,.5946,1,1
lindenwood,Lindenwood,OVC,Lindenwood,OVC,94,93,-4.54,0,2,0,0,4,3,19,3,Lindenwood,OVC,103,.7302,1,1
lipscomb,Lipscomb,ASUN,Lipscomb,ASUN,260,301,-17.90,0,0,0,2,0,3,8,15,Lipscomb,ASun,265,.2035,1,1
little-rock,Little Rock,OVC,Little Rock,OVC,236,220,-12.81,0,1,0,1,0,6,13,8,Little Rock,OVC,242,.2617,1,1
liu,LIU,NEC,LIU,NEC,276,179,-10.19,0,0,0,1,0,2,19,8,LIU,NEC,274,.1746,1,1
long-beach-state,Long Beach St.,Big West,Long Beach St.,Big West,326,345,-21.87,0,1,0,2,0,4,4,18,Long Beach St.,BW,319,.0727,1,1
longwood,Longwood,Big South,Longwood,Big South,226,132,-7.81,0,2,0,0,0,2,18,6,Longwood,BSth,257,.2243,1,1
louisiana,Louisiana,Sun Belt,Louisiana,Sun Belt,319,340,-21.57,0,2,0,1,0,3,4,19,Louisiana,SB,315,.0757,1,1
louisiana-monroe,Louisiana Monroe,Sun Belt,Louisiana Monroe,Sun Belt,155,200,-11.54,0,2,0,4,1,3,15,7,Louisiana Monroe,SB,161,.5179,1,1
louisville,Louisville,ACC,Louisville,ACC,11,11,7.81,8,6,6,1,1,0,12,0,Louisville,ACC,11,.9907,1,1
loyola-chicago,Loyola Chicago,Atlantic 10,Loyola Chicago,Atlantic 10,198,218,-12.63,0,2,0,3,0,3,14,9,Loyola Chicago,A10,213,.3404,1,1
loyola-marymount,Loyola Marymount,WCC,Loyola Marymount,WCC,111,115,-6.64,0,0,0,1,5,2,15,6,Loyola Marymount,WCC,96,.7619,1,1
loyola-md,Loyola MD,Patriot,Loyola MD,Patriot,274,263,-15.48,0,2,0,0,0,2,12,14,Loyola MD,Pat,289,.1286,1,1
lsu,LSU,SEC,LSU,SEC,5,9,8.81,8,5,4,0,3,0,12,0,LSU,SEC,5,.9978,1,1
maine,Maine,America East,Maine,America East,146,151,-9.03,0,1,1,2,2,4,16,6,Maine,AE,179,.4530,1,1
manhattan,Manhattan,MAAC,Manhattan,MAAC,288,277,-16.58,0,1,0,3,0,5,11,11,Manhattan,MAAC,290,.1267,1,1
marist,Marist,MAAC,Marist,MAAC,302,283,-17.15,0,1,0,2,0,3,11,14,Marist,MAAC,308,.0868,1,1
marquette,Marquette,Big East,Marquette,Big East,66,90,-4.37,0,5,1,2,3,3,13,2,Marquette,BE,57,.8946,1,1
marshall,Marshall,Sun Belt,Marshall,Sun Belt,102,97,-4.86,0,2,1,2,2,2,18,3,Marshall,SB,123,.6439,1,1
maryland,Maryland,Big Ten,Maryland,Big Ten,14,17,5.42,6,8,2,0,3,0,12,0,Maryland,B10,12,.9896,1,1
maryland-eastern-shore,Maryland Eastern Shore,MEAC,Maryland Eastern Shore,MEAC,254,192,-10.87,0,2,0,1,0,2,17,9,Maryland Eastern Shore,MEAC,258,.2228,1,1
massachusetts,Massachusetts,MAC,Massachusetts,MAC,98,92,-4.49,0,0,0,3,3,1,20,3,Massachusetts,MAC,100,.7469,1,1
mcneese-state,McNeese St,Southland,McNeese St,Southland,89,59,-2.15,0,2,0,1,0,0,26,2,McNeese St.,Slnd,92,.7739,1,1
memphis,Memphis,American,Memphis,American,216,294,-17.53,0,1,0,1,0,8,9,11,Memphis,Amer,220,.3281,1,1
mercer,Mercer,SoCon,Mercer,SoCon,267,204,-11.75,0,0,0,2,0,1,15,10,Mercer,SC,276,.1711,1,1
mercyhurst,Mercyhurst,NEC,Mercyhurst,NEC,329,213,-12.43,0,4,0,0,0,1,15,11,Mercyhurst,NEC,324,.0642,1,1
merrimack,Merrimack,MAAC,Merrimack,MAAC,230,171,-9.81,0,0,0,3,0,2,18,7,Merrimack,MAAC,240,.2695,1,1
miami-fl,Miami (FL),ACC,Miami (FL),ACC,57,61,-2.26,1,9,3,4,2,1,11,0,Miami FL,ACC,65,.8794,1,1
miami-oh,Miami (OH),MAC,Miami (OH),MAC,75,72,-2.96,0,0,1,2,3,1,22,3,Miami OH,MAC,75,.8359,1,1
michigan,Michigan,Big Ten,Michigan,Big Ten,6,6,10.12,9,6,4,0,4,0,8,0,Michigan,B10,6,.9953,1,1
michigan-state,Michigan St.,Big Ten,Michigan St.,Big Ten,17,16,5.52,5,7,5,0,1,1,11,0,Michigan St.,B10,22,.9823,1,1
middle-tennessee,Middle Tennessee,CUSA,Middle Tennessee,CUSA,162,205,-11.85,0,1,0,3,0,3,16,8,Middle Tennessee,CUSA,162,.5145,1,1
milwaukee,Milwaukee,Horizon,Milwaukee,Horizon,309,349,-22.26,0,0,0,0,0,3,6,21,Milwaukee,Horz,304,.0967,1,1
minnesota,Minnesota,Big Ten,Minnesota,Big Ten,9,18,5.10,5,7,2,1,6,0,9,0,Minnesota,B10,8,.9917,1,1
mississippi-state,Mississippi St.,SEC,Mississippi St.,SEC,43,52,-0.88,2,9,1,3,3,1,12,0,Mississippi St.,SEC,41,.9424,1,1
mississippi-valley-state,Mississippi Valley St.,SWAC,Mississippi Valley St.,SWAC,353,319,-19.87,0,3,0,1,0,1,8,18,Mississippi Valley St.,SWAC,356,.0152,1,1
missouri,Missouri,SEC,Missouri,SEC,83,75,-3.07,1,9,1,5,2,2,12,0,Missouri,SEC,74,.8364,1,1
missouri-state,Missouri St.,CUSA,Missouri St.,CUSA,115,158,-9.35,0,0,0,2,2,2,20,8,Missouri St.,CUSA,135,.6008,1,1
monmouth,Monmouth,CAA,Monmouth,CAA,202,160,-9.38,0,1,0,0,0,1,17,9,Monmouth,CAA,222,.3172,1,1
montana,Montana,Big Sky,Montana,Big Sky,270,291,-17.42,0,2,0,2,0,6,8,12,Montana,BSky,263,.2040,1,1
montana-state,Montana St.,Big Sky,Montana St.,Big Sky,69,76,-3.17,0,1,1,2,0,3,22,1,Montana St.,BSky,66,.8660,1,1
morehead-state,Morehead St.,OVC,Morehead St.,OVC,194,170,-9.75,0,3,0,0,2,3,15,8,Morehead St.,OVC,188,.4109,1,1
morgan-state,Morgan St.,MEAC,Morgan St.,MEAC,351,336,-21.15,0,3,0,2,0,0,4,20,Morgan St.,MEAC,347,.0318,1,1
mount-state-mary-s,Mount St. Mary's,MAAC,Mount St. Mary's,MAAC,281,215,-12.51,0,2,0,1,0,2,15,10,Mount St. Mary's,MAAC,299,.1067,1,1
murray-state,Murray St.,MVC,Murray St.,MVC,88,47,0.06,0,2,1,0,2,1,27,0,Murray St.,MVC,106,.7228,1,1
n-dakota-state,N Dakota St,Summit League,N Dakota St,Summit League,47,49,-0.50,1,1,0,2,4,1,21,0,North Dakota St.,Sum,64,.8812,1,1
