team,conference,bart_rank,barthag
Bradley,MVC,156,.5386
Florida Gulf Coast,ASun,157,.5303
Illinois St.,MVC,158,.5294
Middle Tennessee,CUSA,159,.5245
Charlotte,Amer,160,.5241
DePaul,BE,161,.5202
Louisiana Monroe,SB,162,.5188
Austin Peay,ASun,163,.5134
High Point,BSth,164,.5114
Houston,B12,165,.5040
FIU,CUSA,166,.4988
Southern Utah,WAC,167,.4948
Tulsa,Amer,168,.4942
Holy Cross,Pat,169,.4942
Drexel,CAA,170,.4935
Sam Houston St.,CUSA,171,.4775
Dayton,A10,172,.4765
Maine,AE,173,.4761
Utah Valley,WAC,174,.4722
UC Davis,BW,175,.4719
Saint Mary's,WCC,176,.4645
George Washington,A10,177,.4628
Stetson,ASun,178,.4625
Bryant,AE,179,.4578
Kent St.,MAC,180,.4539
Bowling Green,MAC,181,.4493
Tulane,Amer,182,.4455
Northern Kentucky,Horz,183,.4377
South Alabama,SB,184,.4338
Howard,MEAC,185,.4335
Illinois Chicago,MVC,186,.4240
Stephen F. Austin,Slnd,187,.4165
Pacific,WCC,188,.4138
Morehead St.,OVC,189,.4126
Tarleton St.,WAC,190,.3894
Cal St. Fullerton,BW,191,.3880
UAB,Amer,192,.3847
St. Thomas,Sum,193,.3843
NJIT,AE,194,.3830
Washington St.,WCC,195,.3809
Air Force,MWC,196,.3792
Lehigh,Pat,197,.3784
SMU,ACC,198,.3777
Appalachian St.,SB,199,.3746
Robert Morris,Horz,200,.3734
Eastern Washington,BSky,201,.3733
UMBC,AE,202,.3728
Albany,AE,203,.3717
Southern Miss,SB,204,.3697
Sacramento St.,BSky,205,.3694
Lamar,Slnd,206,.3674
Drake,MVC,207,.3634
Boston College,ACC,208,.3615
Oral Roberts,Sum,209,.3589
Radford,BSth,210,.3478
SIU Edwardsville,OVC,211,.3454
Loyola Chicago,A10,212,.3417
UT Rio Grande Valley,Slnd,213,.3374
Norfolk St.,MEAC,214,.3372
St. Bonaventure,A10,215,.3372
Binghamton,AE,216,.3354
Monmouth,CAA,217,.3330
Chattanooga,SC,218,.3326
Jacksonville St.,CUSA,219,.3323
Elon,CAA,220,.3315
Eastern Michigan,MAC,221,.3296
Memphis,Amer,222,.3282
Southeast Missouri St.,OVC,223,.3218
UT Arlington,WAC,224,.3168
Nevada,MWC,225,.3150
Campbell,CAA,226,.3145
Wyoming,MWC,227,.3094
Saint Louis,A10,228,.3076
William & Mary,CAA,229,.3061
Northwestern St.,Slnd,230,.3039
UC Riverside,BW,231,.3026
Utah Tech,WAC,232,.2982
Alabama A&M,SWAC,233,.2981
Tennessee Tech,OVC,234,.2871
Wofford,SC,235,.2845
North Alabama,ASun,236,.2835
Duquesne,A10,237,.2820
Southern,SWAC,238,.2795
Merrimack,MAAC,239,.2738
West Georgia,ASun,240,.2725
Florida Atlantic,Amer,241,.2692
Little Rock,OVC,242,.2619
Towson,CAA,243,.2597
Weber St.,BSky,244,.2559
VCU,A10,245,.2513
Nicholls St.,Slnd,246,.2476
East Tennessee St.,SC,247,.2449
Pittsburgh,ACC,248,.2445
Georgia St.,SB,249,.2393
IU Indy,Horz,250,.2366
Delaware,CUSA,251,.2343
Oakland,Horz,252,.2343
San Diego,WCC,253,.2320
Maryland Eastern Shore,MEAC,254,.2290
Southern Illinois,MVC,255,.2284
Fordham,A10,256,.2272
Longwood,BSth,257,.2270
Northern Arizona,BSky,258,.2266
Stony Brook,CAA,259,.2249
Kennesaw St.,CUSA,260,.2217
Tennessee Martin,OVC,261,.2215
UMKC,Sum,262,.2061
Furman,SC,263,.2055
Lipscomb,ASun,264,.2054
Texas St.,SB,265,.2039
Montana,BSky,266,.2033
Western Michigan,MAC,267,.2013
Wichita St.,Amer,268,.1999
Yale,Ivy,269,.1937
Samford,SC,270,.1931
Evansville,MVC,271,.1849
UTEP,CUSA,272,.1820
Cal St. Northridge,BW,273,.1754
Mercer,SC,274,.1732
Denver,Sum,275,.1724
North Florida,ASun,276,.1693
LIU,NEC,277,.1686
Cornell,Ivy,278,.1658
Incarnate Word,Slnd,279,.1648
Wright St.,Horz,280,.1585
Iona,MAAC,281,.1569
North Carolina A&T,CAA,282,.1548
Utah St.,MWC,283,.1501
UNC Greensboro,SC,284,.1492
Indiana St.,MVC,285,.1484
Western Kentucky,CUSA,286,.1429
Hofstra,CAA,287,.1388
Akron,MAC,288,.1339
Loyola MD,Pat,289,.1308
Manhattan,MAAC,290,.1291
Lafayette,Pat,291,.1285
East Texas A&M,Slnd,292,.1258
Siena,MAAC,293,.1242
Northern Illinois,MAC,294,.1241
Boston University,Pat,295,.1176
Coppin St.,MEAC,296,.1164
Cal St. Bakersfield,BW,297,.1158
Sacred Heart,MAAC,298,.1102
Mount St. Mary's,MAAC,299,.1088
New Hampshire,AE,300,.1085
New Mexico St.,CUSA,301,.1066
Northeastern,CAA,302,.1005
Milwaukee,Horz,303,.0970
Portland St.,BSky,304,.0966
Winthrop,BSth,305,.0942
Detroit Mercy,Horz,306,.0923
Bucknell,Pat,307,.0917
Grambling St.,SWAC,308,.0906
Marist,MAAC,309,.0887
Eastern Illinois,OVC,310,.0863
San Jose St.,MWC,311,.0840
Tennessee St.,OVC,312,.0832
Houston Christian,Slnd,313,.0769
Louisiana,SB,314,.0757
Buffalo,MAC,315,.0756
North Dakota,Sum,316,.0748
Dartmouth,Ivy,317,.0739
Long Beach St.,BW,318,.0712
Mercyhurst,NEC,319,.0705
Queens,ASun,320,.0705
Alabama St.,SWAC,321,.0694
Seattle,WCC,322,.0691
Cal Poly,BW,323,.0680
Alcorn St.,SWAC,324,.0679
American,Pat,325,.0595
North Carolina Central,MEAC,326,.0590
UNC Asheville,BSth,327,.0586
Colgate,Pat,328,.0581
UNC Wilmington,CAA,329,.0529
Hampton,CAA,330,.0525
Southeastern Louisiana,Slnd,331,.0517
Gardner Webb,BSth,332,.0489
Wagner,NEC,333,.0486
Stonehill,NEC,334,.0469
Nebraska Omaha,Sum,335,.0463
Rider,MAAC,336,.0460
Jackson St.,SWAC,337,.0440
Texas A&M Corpus Chris,Slnd,338,.0433
Arkansas Pine Bluff,SWAC,339,.0417
Delaware St.,MEAC,340,.0367
Florida A&M,SWAC,341,.0366
USC Upstate,BSth,342,.0357
Chicago St.,NEC,343,.0353
Canisius,MAAC,344,.0348
Morgan St.,MEAC,345,.0346
Charleston Southern,BSth,346,.0346
Saint Peter's,MAAC,347,.0340
UMass Lowell,AE,348,.0309
New Haven,NEC,349,.0296
New Orleans,Slnd,350,.0252
Le Moyne,NEC,351,.0249
Texas Southern,SWAC,352,.0247
Bethune Cookman,SWAC,353,.0241
Western Carolina,SC,354,.0233
Valparaiso,MVC,355,.0205
Mississippi Valley St.,SWAC,356,.0156
Saint Francis,NEC,357,.0129
Central Connecticut,NEC,358,.0095
Niagara,MAAC,359,.0086
South Carolina St.,MEAC,360,.0062
Presbyterian,BSth,361,.0051
Prairie View A&M,SWAC,362,.0042
Bellarmine,ASun,363,.0039
